System,Title,FW,LTD,Publisher,Release Date
PS2,One Piece: Pirates' Carnival,8.928,22.918,Bandai,23/11/2005
PSP,One Piece: Romance Dawn,157.812,299.631,Bandai Namco,20/12/2012
3DS,One Piece: Romance Dawn,26.751,73.589,Bandai Namco,8/8/2013
PS2,One Piece: Round the Land!,40.019,100.039,Bandai,29/07/2004
3DS,One Piece: Super Grand Battle! X,36.703,123.326,Bandai Namco,13/11/2014
GBA,One Piece: The Treasure of Nanatsu Island,26.506,173.162,Banpresto,15/11/2002
PS1,One Piece: Tobidase Kaizokudan!,101.003,324.917,Bandai,2/8/2001
NGC,One Piece: Treasure Battle!,81.496,251.982,Bandai,1/11/2002
WS,One Piece: Treasure Wars,,31.458,Bandai,3/1/2002
WII,One Piece: Unlimited Adventure,38.274,110.802,Bandai Namco,26/04/2007
WII,One Piece: Unlimited Cruise 1 - The Treasure Beneath the Waves,57.158,128.623,Bandai Namco,11/9/2008
WII,One Piece: Unlimited Cruise 1 - The Treasure Beneath the Waves [All Versions],57.158,240.785,Bandai Namco,11/9/2008
WII,One Piece: Unlimited Cruise 1 - The Treasure Beneath the Waves [Wii Select],7.537,112.162,Bandai Namco,25/02/2010
WII,One Piece: Unlimited Cruise 2 - Awakening of the Hero,47.166,115.311,Bandai Namco,26/02/2009
WII,One Piece: Unlimited Cruise 2 - Awakening of the Hero [All Versions],47.166,283.405,Bandai Namco,26/02/2009
WII,One Piece: Unlimited Cruise 2 - Awakening of the Hero [Wii Select],6.765,168.094,Bandai Namco,22/04/2010
3DS,One Piece: Unlimited Cruise SP,76.578,326.737,Bandai Namco,26/05/2011
3DS,One Piece: Unlimited World Red,77.105,282.637,Bandai Namco,21/11/2013
PS3,One Piece: Unlimited World Red,18.479,32.266,Bandai Namco,12/6/2014
PSV,One Piece: Unlimited World Red,9.47,15.036,Bandai Namco,12/6/2014
WIU,One Piece: Unlimited World Red,4.242,6.085,Bandai Namco,12/6/2014
SWI,One Piece: Unlimited World Red - Deluxe Edition,3.766,5.916,Bandai Namco,24/08/2017
PS4,One Piece: Unlimited World Red - Deluxe Edition,2.114,2.114,Bandai Namco,24/08/2017
PS4,One Piece: World Seeker,47.862,71.477,Bandai Namco,14/03/2019
GBA,One Piece: Young Girl! King of Berry,11.31,41.216,Banpresto,28/03/2003
GB,One Piece: Yume no Lufy Kaizokudan Tanjou!,91.567,375.962,Banpresto,27/04/2001
PSP,Onechanbara Special,6.15,16.141,D3 Publisher,31/03/2011
360,Onechanbara Z: Kagura,23.388,29.532,D3 Publisher,19/01/2012
PS3,Onechanbara Z: Kagura with NoNoNo!,14.556,28.338,D3 Publisher,7/11/2013
PS4,Onechanbara Z2: Chaos,9.068,14.106,D3 Publisher,30/10/2014
360,Onechanbara: Bikini Samurai Squad,8.556,18.443,D3 Publisher,14/12/2006
360,Onechanbara: Bikini Samurai Squad [All Versions],8.556,38.48,D3 Publisher,14/12/2006
360,Onechanbara: Bikini Samurai Squad [Platinum Collection],3.266,20.037,D3 Publisher,1/11/2007
WII,Onechanbara: Bikini Zombie Slayers,2.2,2.2,D3 Publisher,7/2/2008
GB,Oni V: Innin no Tsugumono,8.899,8.899,Banpresto,24/03/1995
NDS,Oni Zero: Sengoku Ransei Hyakkaryouran,1.578,1.578,Compile Heart,30/08/2007
PSP,Onigokko! Portable,4.778,7.567,Alchemist,27/06/2013
PS2,Onimusha 2: Samurai's Destiny,669.323,1.003.874,Capcom,7/3/2002
PS2,Onimusha 3: Demon Siege,356.558,569.275,Capcom,26/02/2004
GBA,Onimusha Tactics,13.735,13.735,Capcom,25/07/2003
PS2,Onimusha: Blade Warriors,36.161,97.944,Capcom,27/11/2003
PS2,Onimusha: Dawn of Dreams,188.908,325.872,Capcom,26/01/2006
PS2,Onimusha: Warlords,517.078,927.534,Capcom,25/01/2001
PS4,Onimusha: Warlords,20.435,38.541,Capcom,20/12/2018
SWI,Onimusha: Warlords,8.421,8.421,Capcom,20/12/2018
PS2,Onimusha: Warlords [All Versions],517.078,1.000.626,Capcom,25/01/2001
PS2,Onimusha: Warlords [Mega Hits!],,73.092,Capcom,20/12/2001
PS2,Only You with drama CD,7.789,12.088,GeneX,31/10/2002
GBA,Onmyo Taisenki: Zero-shiki,2.582,2.582,Bandai,9/12/2004
NDS,Onsei Kanjou Sokuteiki: Kokoro Scan,3.581,15.33,SEGA,16/08/2007
PSV,Ooedo BlackSmith,11.287,11.287,Nippon Ichi Software,27/11/2014
DC,Ookami Ichio Funtouki: Sakura Taisen Kayou Show - Benitokage Yori,12.387,12.387,SEGA,24/02/2000
360,Operation Darkness,2.818,4.057,Success,11/10/2007
PS3,Operation Flashpoint: Dragon Rising,11.724,30.304,Codemasters,14/01/2010
360,Operation Flashpoint: Dragon Rising,5.609,9.807,Codemasters,14/01/2010
PS3,Operation Flashpoint: Red River,12.881,32.769,Codemasters,28/07/2011
360,Operation Flashpoint: Red River,3.612,6.668,Codemasters,28/07/2011
PS2,Operator's Side,23.217,64.051,SCE,30/01/2003
WII,Opoona,3.2,3.2,Koei,1/11/2007
PS1,Option Tuning Car Battle,41.245,90.837,MTO,15/01/1998
PS1,Option Tuning Car Battle 2,19.469,57.479,Jaleco,18/02/1999
PS1,Option Tuning Car Battle: Spec-R,4.071,4.071,MTO,11/5/2000
PS2,Orange Pocket: Root,5.276,5.276,Pionesoft,28/04/2004
NDS,Ore ga Omae o Mamoru,1.2,1.2,Idea Factory,21/05/2009
PSP,Ore no Kanojo no Uraomote: Pure Sweet Heart,3.046,3.824,Kaga Create,19/12/2013
PS1,Ore no Ryouri,20.356,63.647,SCE,9/9/1999
PS1,Ore no Shikabane o Koete Yuke,34.919,137.559,SCE,17/06/1999
PSP,Ore no Shikabane o Koete Yuke,88.694,134.532,SCE,10/11/2011
PSP,Ore no Shikabane o Koete Yuke [All Versions],88.694,138.273,SCE,10/11/2011
PSP,Ore no Shikabane o Koete Yuke [PSP the Best],,3.741,SCE,1/11/2012
PS2,Ore no Shita de Agake,1.317,1.317,D3 Publisher,21/06/2007
360,Ore no Yome: Anata Dake no Hanayome,10.584,18.103,Idea Factory,28/10/2010
PSP,Ore wa Shoujo Mangaka,,6.018,Giza10,23/02/2012
PS2,Orega Kantoku Da! Gekitou Pennant Race,25.168,50.741,Enix,22/11/2000
PS2,Orega Kantoku Da! Volume 2: Gekitou Pennant Race,11.749,30.529,Enix,7/3/2002
3DS,Oresama Kingdom: Ikemen Kareshi o Get Shiyo! Moe Kyun School Days,7.013,33.578,Nippon Columbia,13/12/2012
NDS,Oresama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,10.382,45.226,Bandai Namco,23/11/2011
PSV,Oreshika: Tainted Bloodlines,91.696,147.411,SCE,17/07/2014
PSV,Oretachi ni Tsubasa wa Nai,2.877,2.877,5pb.,10/4/2014
PS3,Oretachi ni Tsubasa wa Nai,1.639,1.639,5pb.,10/4/2014
PSP,Oretachi no Sabage Portable,4.775,21.19,Best Media,25/12/2008
PSP,Oretachi no Sabage Versus,,9.954,Best Media,5/8/2010
GBA,Oriental Blue: Ao no Tengai,23.353,56.378,Nintendo,24/10/2003
NDS,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,8.492,24.388,Hudson,21/04/2011
3DS,Oshare Hamster to Kurasou: Issho ni Odekake,,4.64,Bergsala-Lightweight,18/07/2013
NDS,Oshare Majo Love and Berry: DS Collection,425.38,1.055.821,SEGA,22/11/2006
NDS,Oshare ni Koi Shite 2 Plus,,10.694,Culture Brain,5/4/2012
NDS,Oshare Princess DS: Oshare ni Koi Shite,6.258,43.392,Culture Brain,14/12/2006
NDS,Oshare Princess DS: Oshare ni Koi Shite 2,2,28.728,Culture Brain,26/04/2008
NDS,Oshiri Kajiri Mushi's Rhythm Lesson DS,6.288,15.484,SEGA,10/4/2008
3DS,Osomatsu-San: Matsu Matsuri!,20.628,20.628,Bandai Namco,22/12/2016
PSV,Osomatsu-San: The Game - Hang-Up Finding Employment Advice - Dead or Work,10.028,13.474,Idea Factory,29/06/2017
NDS,Osu! Tatakae! Ouendan,11.28,49.236,Nintendo,28/07/2005
NDS,Othello de Othello DS,1.3,1.3,MegaHouse,12/6/2008
PS1,Other Life: Azure Dreams,26.075,43.688,Konami,13/11/1997
XBX,Otogi: Hyakki Toubatsu Emaki,9.958,17.206,From Software,25/12/2003
XBX,Otogi: Myth of Demons,11.09,22.52,From Software,12/12/2002
PSV,Otoko Yuukaku,4.905,4.905,D3 Publisher,19/02/2015
PS2,Otome no Jijo,1.828,1.828,Nine Century's Fox,28/09/2006
PSV,Otome Riron to Sono Shuuhen: Bon Voyage,3.438,3.438,Dramatic Create,24/11/2016
PSP,Otome wa Oanesama Boku ni Koi Shiteru Portable,5.84,11.057,Alchemist,29/04/2010
PSP,Otome wa Oanesama Boku ni Koi Shiteru Portable: 2-Jin no Elder,9.511,15.315,Alchemist,28/04/2011
360,Otomedius G,14.586,31.832,Konami,20/11/2008
360,Otomedius G [All Versions],14.586,35.738,Konami,20/11/2008
360,Otomedius G [Platinum Collection],,3.906,Konami,11/3/2010
360,Otomedius X,9.376,14.194,Konami,21/04/2011
PS2,Otometeki Koi Kakumei Love Revo!!,21.604,33.681,Interchannel,26/01/2006
PSP,Otometeki Koi Kakumei Love Revo!! 100kg Karahajimaru-Koimonogatari,2.367,4.396,Idea Factory,17/01/2013
NDS,Otometeki Koi Kakumei Love Revo!! DS,4.8,4.8,GungHo Works,14/02/2008
PSP,Otometeki Koi Kakumei Love Revo!! Portable,4.722,7.452,Idea Factory,20/05/2010
NDS,Otona no DS Mystery: Idumi Jiken File,2.978,2.978,Interchannel-Holon,11/10/2007
NDS,Otona no Onnaryoku Kentei,1.725,10.121,Konami,28/06/2007
NDS,Otona no Renai Shousetsu DS: Harlequin Selection,2.9,19.674,Nintendo,25/02/2010
NDS,Otona Ryoku Kentei,,37.231,Konami,8/3/2007
3DS,Ouchi Mainichi Tamagotchi,6.612,78.843,Bandai Namco,22/11/2012
360,Ougon Musou Kyoku X,2.469,3.863,Alchemist,6/10/2011
WII,Ougon no Kizuna,2,9.06,Jaleco,28/05/2009
PS1,Ouji-sama LV1,7.735,7.735,KID,20/03/2002
PS1,Ouji-sama LV1.5: Ouji-sama no Tama go,2.999,2.999,KID,20/02/2003
PSP,Ouka Sengoku Portable,4.237,7.083,Alchemist,5/7/2012
PSV,Ouma ga Toki: Kakuriyo no Enishi,4.199,4.199,eXtend,25/08/2016
PSP,Oumagatoki: Kaidan Romance,5.186,7.437,QuinRose,29/03/2012
PS2,Ouran High School Host Club,6.924,6.924,Idea Factory,19/04/2007
NDS,Ouran High School Host Club DS,4.5,9.893,Idea Factory,19/03/2009
SAT,Ousama Game,5.236,5.236,Societa Daikanyama,28/05/1998
XBX,Outlaw Golf,1.252,2.462,Microsoft,23/10/2003
XBX,Outlaw Volleyball,2.206,4.725,Microsoft,23/10/2003
XBX,OutRun 2,4.728,9.22,Sega,27/01/2005
PS2,OutRun 2 SP,5.723,5.723,SEGA,8/2/2007
PS1,Over Blood,71.317,190.706,Riverhill Soft,2/8/1996
PS1,Over Blood 2,27.431,39.003,Riverhill Soft,23/07/1998
360,Over G: Energy Airforce,3.866,6.265,Taito,30/03/2006
PS2,Over the Monochrome Rainbow featuring Shogo Hamada,16.991,16.991,SCE,19/03/2003
SWI,Overcooked 2,,49.016,Team17,7/8/2018
360,Overlord,3.421,6.137,Microsoft,29/05/2008
PS4,Overwatch,54.108,179.358,Square Enix,27/05/2016
NDS,Oyakode Asoberu DS Picture Book: Ukkari Penelope,3.1,30.019,Tecmo,24/04/2008
PSV,OZMafia!! Vivace,5.565,5.565,Dramatic Create,26/02/2015
NGC,P.N.03,10.569,10.569,Capcom,27/03/2003
SFC,P.T.O. II: Pacific Theater of Operations,50.414,106.901,Koei,17/02/1995
SAT,P.T.O. II: Pacific Theater of Operations,10.483,10.483,Koei,23/02/1996
PS2,P.T.O. IV: Pacific Theater of Operations,15.157,45.516,Koei,28/03/2002
NDS,Pachi & Slot DS,970,2.85,Dorart,2/4/2009
PS2,Pachinko de Yuubou! Dodeka Saurus,5.018,5.018,International Card System,2/5/2002
PS3,Pachinko Hissatsu Shigotonin IV: Kyoraku Collection Vol. 2,2.861,5.629,Kyoraku Industrial Holdings,15/11/2012
SFC,Pachinko Monogatari 2: Nagoya Shachihoko no Teiou,7.373,10.373,KSS,27/01/1995
PS1,Pachiokun: Pachinko Land Adventure,6.468,6.468,Coconuts Japan,14/04/1995
PS2,PachiPara 12: Ocean and Summer Memories,22.14,63.173,Irem,15/12/2005
PS2,PachiPara 13: Zupa Umi to Pachipuro Fuun-Roku,28.224,64.132,Irem,26/10/2006
PS2,PachiPara 14: Kaze to Kumo to Zupa Umi in Okinawa,24.452,53.484,Irem,26/07/2007
PS3,PachiPara 15: Zupa Umi in Okinawa 2,7.284,20.593,Irem,25/03/2010
PS3,PachiPara 16: Gingira Paradise 2,,9.423,Irem,25/11/2010
PS3,PachiPara 17: Shinkai Monogatari with Agnes Ram,,7.142,Irem,24/02/2011
3DS,PachiPara 3D: Deluxe Umi Monogatari - Pachi Pro Fuunroko - Hana Kotou no Shoubushi Tachi,2.604,7.366,Irem,7/2/2013
3DS,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuunroku Hana - Kibou to Uragiri no Gakuen Seikatsu,3.777,10.576,Irem,17/05/2012
3DS,PachiPara 3D: Ooumi Monogatari 2 with Agnes Lum - Pachi-Pro Fuunroku Hana Kesareta License,2.075,8.511,Irem,6/9/2012
3DS,PachiPara 3D: Premium Umi Monogatari - Yumemiru Otome to Pachinko Ou Ketteisen,,9.263,Irem,24/11/2011
PSP,PachiPara Slot + Pachi-Slot Daiku no Gen-San: Ikuze! Honoo no Gen-Matsuri-hen,821,2.422,Irem,24/01/2013
PSP,PachiPara Slot: Pachi-Slot Super Umi Monogatari in Okinawa,,4.786,Irem,26/05/2011
PS1,Pachi-Slot Aruze Kingdom,34.403,112.913,Aruze,3/6/1999
PS1,Pachi-Slot Aruze Kingdom 2,100.926,500.202,Aruze,25/11/1999
PS1,Pachi-Slot Aruze Kingdom 3,31.687,79.862,Aruze,19/07/2000
PS1,Pachi-Slot Aruze Kingdom 4,204.611,482.82,Aruze,14/12/2000
PS1,Pachi-Slot Aruze Kingdom 5,46.184,93.562,Aruze,15/11/2001
PS2,Pachi-Slot Aruze Kingdom 6,54.641,139.09,Aruze,13/12/2001
PS2,Pachi-Slot Aruze Kingdom 7,32.859,82.84,Japan Amusement Broadcasting,8/8/2002
NGP,Pachi-Slot Aruze Kingdom Pocket: Hanabi [Neo Geo Pocket Color],4.339,4.339,Aruze,21/10/1999
PS2,Pachi-Slot Club Collection: I'm Juggler EX - Juggler Selection,2.723,2.723,Commseed,22/02/2007
PS2,Pachi-Slot Club Collection: Pachi-Slot Dayo Koumon Chama,2.637,2.637,Commseed,17/11/2005
PS2,Pachi-Slot Higurashi no Nakukoru ni Matsuri,2.82,6,Alchemist,22/04/2010
PS1,Pachi-Slot Kanzen Kouryaku: Cranky Pro.,24.381,67.259,Nihon Syscom,2/10/1997
PS2,Pachi-Slot Kanzen Kouryaku: Onihama Bakusou Gurentai - Gekitou-hen,41.841,124.958,Success,30/06/2005
PS1,Pachi-Slot Kanzen Kouryaku: Universal Koushiki Gaido Volume 1,28.872,108.137,Nihon Syscom,14/03/1997
PS1,Pachi-Slot Kanzen Kouryaku: Universal Koushiki Gaido Volume 2,33.255,83.191,Nihon Syscom,31/07/1997
PS1,Pachi-Slot Kanzen Kouryaku: Universal Koushiki Gaido Volume 3,,142.553,Nihon Syscom,6/8/1998
PS1,Pachi-Slot Kanzen Kouryaku: Universal Koushiki Gaido Volume 4,27.594,71.472,Nihon Syscom,24/06/1999
SAT,Pachi-Slot Kanzen Kouryaku: Yunikore '97,5.421,5.421,Nihon Syscom,18/09/1997
PS2,Pachi-Slot King! Kagaku Ninja-tai Gatchaman,1.67,1.67,Banpresto,22/02/2007
PS1,Pachi-Slot Teiou: Golgo 13 Las Vegas,7.723,16.566,Media Entertainment,30/05/2002
PS2,Pachi-Slot Winning Post,2.954,2.954,Koei,28/07/2005
PS2,Pachi-Slot: Toukon Denshou Inoki-sai Antonioinoki to iu na no Pachi-Slot-ki Antonioinoki Jishin ga Pachi-Slot-ki,56.837,149.333,Success,13/05/2004
PS1,Pachitte Chonmage 3: Kyoraku Official Gladiator & Call-Chan,4.657,4.657,Hackberry,18/04/2002
PS2,Pachitte Chonmage Tatsujin 02: CR Jurassic Park,2.471,2.471,Hackberry,6/2/2003
PS2,Pachitte Chonmage Tatsujin 04: CR Hissatsu Shigotonin Gekitou-hen,13.514,45.805,Hackberry,29/05/2003
PS2,Pachitte Chonmage Tatsujin 05: CR Kamen Rider,6.796,22.49,Hackberry,15/04/2004
PS2,Pachitte Chonmage Tatsujin 06: CR Pachinko Yellow Cab,7.086,19.853,Hackberry,15/07/2004
PS2,Pachitte Chonmage Tatsujin 07: CR Pachinko Dokaben,3.656,3.656,Hackberry,7/10/2004
PS2,Pachitte Chonmage Tatsujin 08: Pachinko Ultra Seven,13.428,40.052,Hackberry,4/8/2005
PS2,Pachitte Chonmage Tatsujin 09: Pachinko Mitokoumon,12.79,35.792,Hackberry,27/10/2005
PS2,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,48.106,107.986,Hackberry,25/01/2007
PS2,Pachitte Chonmage Tatsujin 11: Pachinko Misora Hibari,8.655,8.655,Hackberry,21/03/2007
PS2,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,17.677,47.871,Hackberry,24/05/2007
PS2,Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotonin III,42.358,108.837,Hackberry,22/11/2007
PS2,Pachitte Chonmage Tatsujin 14: Pachinko Kamen Rider - Shocker Zenmetsu Daisakusen,13.55,26.625,Hackberry,21/02/2008
PS2,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,27.093,59.952,Hackberry,25/12/2008
PS2,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotonin III - Matsuri Version,3.431,7.857,Hackberry,27/05/2010
PS1,Pachitte Chonmage: Cheering - C.C. Girls,8.337,8.337,Hackberry,25/11/1999
SFC,Pac-in-Time,12.023,21.265,Namco,3/1/1995
FC,Pac-Man,,480,Namco,2/11/1984
3DS,Pac-Man & Galaga Dimensions,,10.785,Bandai Namco,23/06/2011
WII,Pac-Man Party,,6.131,Bandai Namco,16/12/2010
3DS,Pac-Man Party 3D,,4.245,Bandai Namco,22/03/2012
PS1,Pac-Man World,29.541,70.518,Namco,2/11/1999
NDS,Pac'n Roll,2.208,15.268,Namco,28/07/2005
NDS,Pac-Pix,27.903,98.65,Namco,10/3/2005
PS3,Painkiller: Hell & Damnation,,1.96,Intergrow,26/09/2013
NDS,Paint by DS,10.177,39.02,Ertain,31/08/2006
PS1,PAL: Shinken Densetsu,,67.697,Toei Video,25/04/1997
PS2,Palais de Reine,3.435,3.435,Interchannel-Holon,18/10/2007
NDS,Palmtop Fun learning: How to Layout the Earth,1.389,1.389,Success,7/12/2006
NDS,Palmtop Fun learning: Perfect Sound DS,3.288,3.288,Success,11/1/2007
NDS,Panda-San Nikki,3.1,3.1,Bandai Namco,31/07/2008
PS1,Pandora Max Series Vol.1: Dragon Knights Glorious,10.32,10.32,Pandora Box,18/11/1999
PS1,Pandora Max Series Vol.2: Shisha no Yobu Tachi,8.509,8.509,Pandora Box,20/01/2000
PS1,Pandora Max Series Vol.3: Rubbish Blazon,,45.107,Pandora Box,27/04/2000
PS1,Pandora Max Series Vol.5: Gochachiru,6.686,6.686,Pandora Box,19/10/2000
PS1,Pandora Max Series Vol.6: Oni Rei - Fukkatsu,38.957,175.61,Pandora Box,22/03/2001
PS2,Pandora: I Know Your Name,1.389,1.389,Idea Factory,25/11/2010
DC,Pandora's Dream,4.729,4.729,NEC Interchannel,12/9/2002
WII,Pandora's Tower,22.344,43.392,Nintendo,26/05/2011
PS2,Panel Quiz Attack 25,3.698,3.698,DigiCube,29/08/2002
WII,Pangya Fantasy Golf,12.673,61.163,Tecmo,2/12/2006
WII,Pangya Fantasy Golf 2,6.5,17.389,Tecmo,29/11/2007
PSP,Pangya Fantasy Golf Portable,16.146,31.003,Takara Tomy,16/04/2009
PS2,Panic Palette,3.059,3.059,Takuyo,31/05/2007
SAT,Panzer Dragoon,157.14,301.782,SEGA,10/3/1995
SAT,Panzer Dragoon II: Zwei,130.444,289.42,SEGA,22/03/1996
XBX,Panzer Dragoon Orta,28.171,43.12,Sega,19/12/2002
XBX,Panzer Dragoon Orta [All Versions],28.171,44.234,Sega,19/12/2002
XBX,Panzer Dragoon Orta [Platinum Collection],,1.114,Sega,23/10/2003
SAT,Panzer Dragoon Saga,53.85,98.892,SEGA,29/01/1998
PS2,Panzer Front Ausf.B,13.137,27.95,Enterbrain,27/05/2004
PS1,Panzer Front Bis.,19.614,45.216,Enterbrain,8/2/2001
N64,Paper Mario,118.322,425.609,Nintendo,11/8/2000
WIU,Paper Mario: Color Splash,28.436,65.316,Nintendo,13/10/2016
3DS,Paper Mario: Sticker Star,130.009,564.823,Nintendo,6/12/2012
NGC,Paper Mario: The Thousand-Year Door,137.75,409.6,Nintendo,22/07/2004
PS1,PAQA,12.737,40.061,SCE,22/09/1999
PS2,ParaParaParadise,10.529,10.529,Konami,15/03/2001
PS1,PaRappa the Rapper,28.082,937.976,SCE,6/12/1996
PSP,PaRappa the Rapper,2.911,2.911,SCE,7/12/2006
PS1,PaRappa the Rapper [All Versions],28.082,1.244.237,SCE,6/12/1996
PS1,PaRappa the Rapper [PlayStation the Best],14.514,306.261,SCE,9/7/1998
PS2,PaRappa the Rapper 2,50.193,98.251,SCE,30/08/2001
PS4,PaRappa the Rapper Remastered,6.054,19.036,SCE,20/04/2017
PS1,Parasite Eve,422.985,994.42,Square,29/03/1998
PS1,Parasite Eve II,172.463,339.848,Square,16/12/1999
PSV,Parfait,6.702,6.702,Technical Group Laboratory,26/02/2015
PS2,Parfait: Chocolat Second Style,10.808,10.808,Alchemist,29/06/2006
SFC,Parlor! Mini 2: Pachinko Actual Simulation Game,14.231,28.064,Nippon Telenet,28/06/1996
SFC,Parlor! Mini 4: Pachinko Actual Simulation Game,41.322,75.612,Nippon Telenet,29/11/1996
SFC,Parlor! Mini: Pachinko Actual Simulation Game,,36.114,Nippon Telenet,26/04/1996
PS1,Parlor! Pro 2: Pachinko Actual Simulation Game - CR Hana Mizuki X - CR New Roadster,19.225,31.86,Nippon Telenet,30/10/1997
PS1,Parlor! Pro 3: Pachinko Actual Simulation Game - CR Million Slot 6 - CR Hana Mizuki Z - UFO Legend 2,10.441,14.937,Nippon Telenet,25/06/1998
PS1,Parlor! Pro 4: Pachinko Actual Simulation Game - CR Moretsu Genshi Hito T - CR Kanpei Emi Gekijou V5 Daiichi,23.976,32.477,Nippon Telenet,12/11/1998
PS1,Parlor! Pro 6: Pachinko Actual Simulation Game - CR Adventure Island - CR Soft Kids,10.534,10.534,Nippon Telenet,11/2/1999
PS1,Parlor! Pro Jr. Vol.2: CR Lupin the 3rd K,25.587,52.312,Nippon Telenet,2/11/1999
PS1,Parlor! Pro: Pachinko Actual Simulation Game - CR Daiku no Gen-San - CR Gingira Paradise,,157.617,Nippon Telenet,25/04/1997
PSP,Parodius Portable,6.797,11.524,Konami,25/01/2007
WII,Party Game Box 100,,10.384,Hudson,11/11/2010
PSP,Pastel Chime Continue,,9.346,5pb.,9/12/2010
PSP,Patapon,16,90.101,SCE,20/12/2007
